City,Price,Day,Shared Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km)
Amsterdam,614.440044055961,Weekday,False,2,False,0,0,10,98,1,2.37897583305334,0.372731490111047
Amsterdam,279.099196213062,Weekday,False,2,False,0,1,9,86,1,8.56840478036031,0.80934162209827
Amsterdam,663.651489232067,Weekday,False,2,False,0,0,8,80,1,3.6035604729264,0.566827388457304
Amsterdam,279.099196213062,Weekday,False,2,False,1,0,9,96,1,3.01861558590217,0.524704321755103
Amsterdam,1044.68867902421,Weekday,False,2,False,0,0,10,100,1,0.763283913465694,0.739746239191921
Amsterdam,299.721135144002,Weekday,False,2,False,1,0,9,93,1,4.13721126396265,2.8408930193825
Amsterdam,405.642912380194,Weekday,False,2,False,1,0,10,89,1,3.63677679097169,0.440402728969457
Amsterdam,2556.18306657606,Weekday,False,6,True,1,0,10,99,3,0.970918827134614,1.09603628015875
Amsterdam,985.634944812879,Weekday,False,2,False,0,0,10,97,1,2.11962320161349,1.5086101517302
Amsterdam,1214.11665455909,Weekday,False,4,False,0,0,9,93,0,1.93784887497216,1.5727986406511
Amsterdam,305.813980737234,Weekday,False,4,True,0,0,10,96,1,3.71079289102271,0.221585196500732
Amsterdam,937.595200712394,Weekday,False,4,False,0,1,9,92,1,1.0057848731195,0.541538909372189
Amsterdam,292.456588475148,Weekday,False,2,True,0,0,9,87,1,4.71897151374555,0.732202163058472
Amsterdam,552.808567478265,Weekday,False,4,True,1,0,10,99,1,4.45613882180817,0.412650514567242
Amsterdam,1228.88008811192,Weekday,False,4,False,1,0,8,80,2,4.01853227686691,0.614446481573904
Amsterdam,251.915731258641,Weekday,False,2,False,0,0,8,86,1,2.43039149747942,0.313175449708576
Amsterdam,258.242917066998,Weekday,False,2,False,1,0,9,91,1,3.16823706594846,0.912045625546349
Amsterdam,562.885196728611,Weekday,False,4,False,0,0,10,96,1,0.9580992248852,0.988562938264919
Amsterdam,462.118904225154,Weekday,False,2,False,0,1,10,90,0,0.371439545190904,0.134728523844149
Amsterdam,458.369460783165,Weekday,False,2,True,1,0,10,99,1,2.14664679123802,1.39454680297546
Amsterdam,184.425749302838,Weekday,False,2,True,0,0,10,98,1,3.47209801907125,1.02852186549792
Amsterdam,780.587256579102,Weekday,False,4,False,1,0,10,100,2,2.21904851595776,0.153442561055804
Amsterdam,228.716049961334,Weekday,False,2,False,1,0,10,90,1,1.2589013860917,1.13477736260379
Amsterdam,221.45150329248,Weekday,False,2,True,1,0,10,100,1,10.8534927352632,0.764035418673301
Amsterdam,385.958334309751,Weekday,False,2,False,1,0,9,93,0,0.161331962831583,0.370092322217122
Amsterdam,436.341480561479,Weekday,False,3,False,0,0,9,90,1,3.31273049357922,0.516879699517807
Amsterdam,626.391395027301,Weekday,False,4,True,1,0,10,97,2,2.26452051622478,0.455733251653984
Amsterdam,835.891547348441,Weekday,False,2,False,0,0,10,100,1,1.13304003869966,0.419950971415793
Amsterdam,833.313804982073,Weekday,False,4,False,0,0,10,97,2,2.37914474645899,0.482195534237361
Amsterdam,424.155789375015,Weekday,False,2,False,0,0,10,96,1,1.59091212084686,1.51678710785856
Amsterdam,602.254352869496,Weekday,False,4,False,0,0,10,97,1,2.17844472831098,1.39719980007977
Amsterdam,1425.72586881635,Weekday,False,4,False,0,0,9,95,2,0.693777039086838,0.610386297878434
Amsterdam,737.234316781103,Weekday,False,4,False,0,0,10,97,3,1.52506617712089,1.24839428326922
Amsterdam,397.206664635718,Weekday,False,3,False,1,0,9,91,1,6.37540638022766,2.44607886674369
Amsterdam,290.113186323905,Weekday,False,2,False,0,0,9,91,1,2.28560219875908,0.29447491136608
Amsterdam,221.217163077356,Weekday,False,2,True,1,0,9,95,1,2.47416740131008,1.49985087378028
Amsterdam,245.822885665409,Weekday,False,2,True,1,0,10,98,1,6.05069473720483,1.66629205339246
Amsterdam,196.611440489302,Weekday,False,2,False,1,0,8,87,1,10.4532195519476,0.332209214401034
Amsterdam,258.008576851874,Weekday,False,2,True,1,0,10,100,1,4.59935359459696,0.503091994411614
Amsterdam,1413.30583741476,Weekday,False,4,False,0,0,10,95,4,2.52858670948544,1.47269188870765
Amsterdam,479.460080144354,Weekday,False,2,False,0,0,9,95,1,4.7743101088064,0.282063728062548
Amsterdam,920.488365008319,Weekday,False,4,True,0,0,10,99,3,1.05027830801077,0.806440675610259
Amsterdam,622.876291800436,Weekday,False,2,True,1,0,10,98,1,1.75036650206916,1.63559722554746
Amsterdam,317.062311063202,Weekday,False,2,False,1,0,10,95,1,0.593229195930243,0.636591177308715
Amsterdam,344.245776017622,Weekday,False,3,False,1,0,9,85,0,5.21296650933706,3.83271604211293
Amsterdam,409.392355822183,Weekday,False,4,False,1,0,9,91,2,2.66127289934606,1.97002795511224
Amsterdam,282.614299439927,Weekday,False,2,False,0,0,10,98,1,2.15938204797343,1.54225036261325
Amsterdam,319.640053429569,Weekday,False,2,False,0,1,9,94,1,0.394035856260691,0.195948359006726
Amsterdam,290.113186323905,Weekday,False,2,False,1,0,8,82,1,2.21054634274471,1.20608190214336
Amsterdam,381.03718979214,Weekday,False,2,False,1,0,10,91,1,0.755333964940362,0.448616880490353
Amsterdam,276.521453846695,Weekday,False,2,True,1,0,10,94,1,5.92473255080299,1.47651182095839
Amsterdam,811.051484545263,Weekday,False,2,False,0,0,10,98,1,1.37934003989624,0.386135762080338
Amsterdam,1106.3201556019,Weekday,False,2,True,0,0,10,99,1,1.01838065208725,0.860140552385061
Amsterdam,435.169779485858,Weekday,False,2,False,1,0,10,93,1,2.53299300944956,0.344296610556092
Amsterdam,381.03718979214,Weekday,False,2,True,0,0,10,98,1,1.22864565590279,0.369801953296123
Amsterdam,513.673751552504,Weekday,False,3,False,0,0,10,100,2,3.10506379919362,1.88784814385976
Amsterdam,309.797764394348,Weekday,False,2,False,0,1,10,93,1,2.37020889663949,1.85627900470539
Amsterdam,516.017153703747,Weekday,False,4,False,0,0,9,91,2,1.19630490386179,0.978305612874602
Amsterdam,614.440044055961,Weekday,False,4,False,0,0,10,92,1,1.37015076272134,0.107301091511423
Amsterdam,737.234316781103,Weekday,False,2,False,0,0,8,80,1,2.44587533640906,0.626836891216754
Amsterdam,685.913809668877,Weekday,False,4,True,0,0,10,98,2,2.85979246961657,0.577098064841883
Amsterdam,823.471515946852,Weekday,False,5,False,0,0,10,95,2,3.50395209118642,1.72284366913008
Amsterdam,307.22002202798,Weekday,False,2,False,0,0,9,94,1,2.89497753104493,1.76884058544174
Amsterdam,1997.28165350456,Weekday,False,6,False,0,0,9,100,3,1.51227022957627,0.194101523429364
Amsterdam,638.81142642889,Weekday,False,2,False,0,0,9,99,1,4.02666246224716,0.872467715634186
Amsterdam,1136.55004335294,Weekday,False,4,True,0,0,10,97,3,3.19729859342824,0.541226760462759
Amsterdam,405.642912380194,Weekday,False,4,False,0,0,10,90,1,11.1871001541179,0.423880731594282
Amsterdam,400.487427647459,Weekday,False,2,False,0,1,10,94,0,0.830714228075956,0.451411512963979
Amsterdam,307.22002202798,Weekday,False,2,False,1,0,10,99,1,2.23877438217707,0.234239013252664
Amsterdam,688.022871604996,Weekday,False,4,False,0,0,10,100,2,1.28224672301832,1.19758004298635
Amsterdam,648.888055679235,Weekday,False,2,False,0,0,10,100,1,1.59103920366544,1.51388775512369
Amsterdam,331.825744616034,Weekday,False,2,False,0,0,10,98,0,2.61537921223474,1.97880881534254
Amsterdam,420.406345933026,Weekday,False,2,True,0,0,9,94,0,2.13795332663216,0.0576981436516522
Amsterdam,774.260070770745,Weekday,False,2,False,0,0,10,96,1,3.24668560709205,0.733216648892451
Amsterdam,1126.94209453284,Weekday,False,4,False,1,0,8,90,2,2.88941954285758,1.1995434912583
Amsterdam,208.797131675767,Weekday,False,2,False,1,0,8,88,1,10.4060771694677,0.468594654374978
Amsterdam,522.344339512104,Weekday,False,4,False,0,0,10,96,2,2.69658139006655,1.83151589988676
Amsterdam,448.527171747944,Weekday,False,2,True,0,0,9,95,1,1.2243296655599,0.938389263465984
Amsterdam,204.110327373281,Weekday,False,2,False,0,0,10,94,1,10.8986466448448,0.200332579214353
Amsterdam,442.668666369836,Weekday,False,2,False,0,0,9,88,1,0.81668654180202,0.943041075940806
Amsterdam,325.498558807677,Weekday,False,2,True,1,0,10,95,1,3.25436003865409,0.815048272074578
Amsterdam,1351.90870105219,Weekday,False,4,False,0,0,9,97,2,0.612807457239456,0.626135402622816
Amsterdam,583.975816089799,Weekday,False,4,False,0,0,10,100,2,6.80542626875238,0.417839179952993
Amsterdam,614.440044055961,Weekday,False,4,False,0,0,9,98,3,4.05555888545238,2.14415147455319
Amsterdam,279.099196213062,Weekday,False,4,False,0,0,9,93,1,7.29790345229699,3.02971514552298
Amsterdam,345.18313687812,Weekday,False,2,False,1,0,10,94,1,1.20517622156061,0.427585515339741
Amsterdam,245.822885665409,Weekday,False,4,False,0,0,10,99,0,2.86126129098388,1.34199491060328
Amsterdam,522.344339512104,Weekday,False,3,False,0,0,10,97,2,9.46119327681984,0.519974841799104
Amsterdam,303.470578585991,Weekday,False,4,False,1,0,5,80,0,3.8756943705433,0.533550698015273
Amsterdam,798.865793358798,Weekday,False,5,False,0,1,9,95,3,3.81629449343628,0.71663963082344
Amsterdam,654.980901272468,Weekday,False,2,False,0,0,10,96,1,1.15761186422048,0.44275659738063
Amsterdam,277.458814707192,Weekday,False,2,True,1,0,10,98,1,4.04820902826325,0.124507781942313
Amsterdam,498.910317999672,Weekday,False,4,True,1,0,10,96,2,3.91970716213849,0.196748425297442
Amsterdam,491.645771330818,Weekday,False,4,False,0,0,10,94,2,3.06159374973675,0.456570277102785
Amsterdam,442.434326154711,Weekday,False,2,True,1,0,10,96,1,2.08192656314224,2.00506635881077
Amsterdam,202.704286082535,Weekday,False,2,True,1,0,10,98,1,8.32817401368125,3.32272820402266
Amsterdam,258.008576851874,Weekday,True,3,True,1,0,10,98,1,7.17406115249599,3.00537913654262
Amsterdam,245.822885665409,Weekday,False,2,True,1,0,10,96,1,3.86938350286856,1.15417996837882
Amsterdam,669.7443348253,Weekday,False,4,False,1,0,9,88,2,2.50212523430887,1.9683862116296
Amsterdam,453.448316265554,Weekday,False,2,False,0,1,9,85,1,2.94636967313979,0.880530906898795
Amsterdam,706.535748599817,Weekday,False,4,False,1,0,9,89,3,2.53179879835775,1.95082415637481
Amsterdam,1038.36149321585,Weekday,False,4,False,0,0,9,99,2,0.195198050187334,0.254387072956798
Amsterdam,2500.87877580672,Weekday,False,4,False,0,0,9,100,1,1.42927087183776,1.20191943596401
Amsterdam,399.550066786961,Weekday,False,2,False,0,1,9,88,0,0.959855819666673,0.658954905277429
Amsterdam,407.986314531437,Weekday,False,2,False,0,1,9,82,0,1.73169023709733,0.10683458361617
Amsterdam,407.986314531437,Weekday,False,2,False,0,1,8,78,0,1.76356680726234,0.130437687881178
Amsterdam,319.405713214445,Weekday,False,2,False,1,0,9,96,1,1.11034865159534,1.20072695734987
Amsterdam,817.144330138495,Weekday,False,4,False,1,0,10,100,3,4.19306377351228,0.153038164607864
Amsterdam,792.772947765566,Weekday,False,6,False,0,0,9,92,3,6.44661106089397,2.53209802499437
Amsterdam,274.178051695452,Weekday,False,2,False,1,0,9,90,1,1.16338596806781,0.613803129797831
Amsterdam,774.260070770745,Weekday,False,2,False,0,0,9,93,1,0.345523840742521,0.419598263999157
Amsterdam,221.217163077356,Weekday,False,2,False,0,0,10,100,1,9.23017125623019,0.294751020424061
Amsterdam,436.341480561479,Weekday,False,2,False,0,1,9,90,0,1.09206119086157,0.561919828108425
Amsterdam,974.620954702036,Weekday,False,3,False,0,0,10,95,1,1.2238902406354,0.290478305294041
Amsterdam,1044.68867902421,Weekday,False,5,False,0,0,9,96,3,3.51322388253363,1.66049648916884
Amsterdam,607.175497387107,Weekday,False,4,True,1,0,10,96,1,1.42504548228728,1.32473530461403
Amsterdam,314.484568696834,Weekday,False,2,False,1,0,9,91,1,2.12312211366282,0.233702241245432
Amsterdam,390.645138612237,Weekday,False,2,True,1,0,9,86,1,1.42507891868844,1.3247669451241
